"","X","carat","cut","color","clarity","fdepth","table","price","length","width","depth"
"1342",1342,1.23,1,3,5,62.3,57,5938,6.85,6.89,4.28
"1343",1343,1,2,7,6,63,58,5940,6.33,6.4,4.01
"1344",1344,1.01,4,7,6,59,61,5946,6.62,6.56,3.89
"1345",1345,1.28,4,3,1,61.9,56,5949,7.02,6.94,4.32
"1346",1346,1.12,4,3,2,62.1,58,5952,6.64,6.6,4.11
"1347",1347,1.11,1,1,1,60.6,56,5962,6.76,6.78,4.1
"1348",1348,1,2,7,6,63.5,59,5967,6.33,6.23,3.99
"1349",1349,1.01,2,1,5,63.1,57,5973,6.4,6.37,4.03
"1350",1350,1.2,4,3,5,62.9,55,5975,6.77,6.74,4.25
"1351",1351,0.94,4,5,2,62.3,58,5980,6.34,6.28,3.93
"1352",1352,1.01,3,5,6,60.1,64,5986,6.36,6.32,3.81
"1353",1353,1.01,3,6,6,63.2,58,5988,6.33,6.36,4.01
"1354",1354,1.04,1,3,6,61.8,55,5994,6.51,6.52,4.03
"1355",1355,1.21,4,5,1,62.2,60,5997,6.83,6.8,4.24
"1356",1356,1.01,4,7,6,62.4,58,5999,6.38,6.41,3.99
"1357",1357,1.23,1,7,1,58.8,60,6005,7.01,7.08,4.14
"1358",1358,1.59,4,1,1,62.3,58,6010,7.42,7.37,4.61
"1359",1359,1.36,4,4,6,59.3,58,6017,7.21,7.18,4.27
"1360",1360,1,3,5,5,64.1,57,6020,6.32,6.29,4.04
"1361",1361,1.21,3,7,2,63.7,57,6025,6.73,6.67,4.27
"1362",1362,1,3,6,6,62.1,61,6030,6.31,6.38,3.94
"1363",1363,1.16,1,3,5,62.2,54,6036,6.72,6.75,4.19
"1364",1364,1,2,5,5,61.4,63,6040,6.35,6.41,3.92
"1365",1365,1.03,1,6,5,61.3,57,6044,6.47,6.53,3.98
"1366",1366,1.02,2,5,5,62.8,56,6047,6.39,6.44,4.03
"1367",1367,1,4,7,6,62.2,58,6048,6.54,6.49,3.94
"1368",1368,0.3,3,7,2,63.6,57,605,4.23,4.26,2.7
"1369",1369,0.3,1,7,2,62,54,605,4.3,4.35,2.68
"1370",1370,0.3,4,6,6,61.6,58,605,4.29,4.31,2.65
"1371",1371,1.02,4,7,6,62.7,58,6058,6.4,6.45,4.03
"1372",1372,1.11,2,3,2,63.2,57,6061,6.61,6.53,4.15
"1373",1373,1.01,4,6,2,62.6,58,6066,6.37,6.48,4.02
"1374",1374,1.14,1,5,5,60.9,56,6070,6.75,6.81,4.13
"1375",1375,1.24,2,4,5,61.4,59,6075,6.86,6.92,4.23
"1376",1376,1.34,1,3,6,61.2,56,6078,7.09,7.05,4.33
"1377",1377,1.26,4,1,1,62.9,59,6085,6.85,6.82,4.3
"1378",1378,1.52,1,2,1,62.7,56,6089,7.28,7.2,4.54
"1379",1379,0.99,2,6,6,61.8,57,6094,6.37,6.39,3.94
"1380",1380,1,4,7,2,60.9,60,6097,6.45,6.42,3.92
"1381",1381,1.01,4,6,6,62.1,60,6097,6.43,6.36,3.97
"1382",1382,1.23,1,2,2,62.2,55,6100,6.83,6.86,4.26
"1383",1383,1.01,4,7,6,60.6,61,6108,6.4,6.33,3.86
"1384",1384,1.01,4,7,6,61.6,60,6108,6.51,6.42,3.98
"1385",1385,1.04,1,5,5,61.9,57,6112,6.51,6.54,4.04
"1386",1386,1.12,4,3,2,61.6,58,6115,6.64,4.11,3.7
"1387",1387,1.04,4,7,6,60,58,6122,6.62,6.54,3.95
"1388",1388,1.01,3,7,6,62.7,60,6126,6.27,6.32,3.95
"1389",1389,1.2,4,3,5,62.1,58,6129,6.77,6.72,4.19
"1390",1390,1.5,4,4,1,62.9,57,6132,7.28,7.26,4.57
"1391",1391,1.31,4,2,6,60.7,58,6137,7.1,7.07,4.3
"1392",1392,1.29,3,5,1,57.9,59,6140,7.22,7.18,4.17
"1393",1393,1.4,4,1,1,62.4,57,6147,7.17,7.12,4.46
"1394",1394,1.01,2,7,2,61.9,58,6152,6.42,6.5,4
"1395",1395,1.36,4,2,6,58.4,59,6157,7.4,7.27,4.28
"1396",1396,1.01,3,1,2,65.8,55,6159,6.2,6.23,4.09
"1397",1397,1.28,4,3,1,62,57,6164,7,6.94,4.32
"1398",1398,0.3,1,6,6,60.9,56,605,4.32,4.35,2.64
"1399",1399,0.35,3,4,5,63.6,56,606,4.53,4.5,2.87
"1400",1400,0.29,1,3,4,61.6,55,607,4.27,4.29,2.64
"1401",1401,1.02,4,7,6,62.7,58,6169,6.45,6.4,4.03
"1402",1402,1.23,4,1,1,62.4,60,6172,6.82,6.78,4.24
"1403",1403,1.01,1,7,2,62.9,57,6176,6.43,6.39,4.03
"1404",1404,1.03,1,6,5,62.4,57,6178,6.48,6.44,4.03
"1405",1405,1,2,6,6,62.9,59,6183,6.4,6.47,4.02
"1406",1406,1.21,2,3,6,62.9,57,6189,6.75,6.8,4.26
"1407",1407,1.14,2,6,5,61.3,62,6194,6.71,6.77,4.13
"1408",1408,1.23,4,4,6,59.3,59,6199,7.13,6.97,4.18
"1409",1409,1.01,2,6,6,59.2,60,6204,6.46,6.51,3.84
"1410",1410,1.1,4,5,6,60,59,6209,6.67,6.6,3.98
"1411",1411,1.07,4,7,6,61.9,60,6213,6.55,6.48,4.03
"1412",1412,1.02,4,6,6,62.7,59,6220,6.41,6.44,4.03
"1413",1413,1.21,4,1,1,61.5,58,6223,6.86,6.79,4.2
"1414",1414,1.25,4,3,1,62.2,60,6230,6.83,6.8,4.24
"1415",1415,1.34,2,2,2,63,57,6237,6.9,7.01,4.38
"1416",1416,1.06,1,7,6,61.8,57,6240,6.56,6.52,4.04
"1417",1417,1.21,2,5,1,62.4,58,6248,6.77,6.83,4.24
"1418",1418,1.5,5,3,1,64.6,59,6250,7.2,7.11,4.62
"1419",1419,1.01,2,6,6,58.8,63,6257,6.51,6.56,3.84
"1420",1420,1.54,3,1,7,63.3,60,6261,7.26,7.3,4.61
"1421",1421,1,3,6,6,63.3,55,6267,6.29,6.34,4
"1422",1422,1.01,3,6,6,60.8,61,6271,6.42,6.45,3.91
"1423",1423,1.6,5,6,1,65,56,6272,7.35,7.26,4.8
"1424",1424,1.54,4,4,1,61.5,61,6278,7.41,7.31,4.53
"1425",1425,1,2,6,6,62.5,58,6283,6.32,6.36,3.96
"1426",1426,1.01,2,6,6,59.4,61,6288,6.48,6.51,3.86
"1427",1427,1.23,1,5,1,62.4,56,6289,6.81,6.87,4.27
"1428",1428,0.35,1,6,5,61.5,54,607,4.57,4.6,2.82
"1429",1429,0.24,2,6,3,62.2,57,608,3.97,4,2.48
"1430",1430,0.3,1,4,2,61.6,56,608,4.36,4.31,2.67
"1431",1431,0.95,1,6,5,61.7,56,6291,6.31,6.34,3.9
"1432",1432,1.06,4,7,6,60.4,58,6296,6.64,6.68,4.02
"1433",1433,1.5,2,1,1,63.5,60,6300,7.19,7.12,4.54
"1434",1434,1.3,2,4,5,62.3,58,6302,6.93,6.96,4.33
"1435",1435,1.28,1,4,6,61.4,57,6308,7.04,6.97,4.3
"1436",1436,1.33,4,4,6,62.5,61,6316,7.02,6.99,4.38
"1437",1437,1.29,4,4,6,60.4,58,6321,7.12,7.03,4.27
"1438",1438,1.2,1,4,2,62.1,57,6324,6.84,6.8,4.23
"1439",1439,1,4,6,6,62.8,59,6328,6.35,6.32,3.98
"1440",1440,1.22,2,7,5,62.1,58,6334,6.84,6.89,4.26
"1441",1441,1.17,2,3,5,59.6,62,6336,6.88,6.82,4.08
"1442",1442,1.04,1,7,6,62,57,6342,6.49,6.5,4.03
"1443",1443,1.2,3,5,1,62.2,65,6344,6.75,6.7,4.18
"1444",1444,1.26,4,3,1,61.3,57,6350,6.96,6.87,4.24
"1445",1445,1,4,6,6,62.6,60,6352,6.29,6.37,3.96
"1446",1446,1.22,4,3,6,60.9,58,6354,6.89,6.86,4.19
"1447",1447,1,4,1,6,62.9,59,6359,6.38,6.27,3.98
"1448",1448,1.39,1,2,6,60.3,57,6366,7.26,7.24,4.37
"1449",1449,1.1,2,7,6,61.9,57,6369,6.59,6.65,4.1
"1450",1450,1,2,1,6,59.4,59,6377,6.44,6.46,3.83
"1451",1451,1.24,1,4,5,60.6,59,6381,6.97,7.03,4.24
"1452",1452,1.22,2,3,5,63.5,55,6387,6.78,6.73,4.29
"1453",1453,1.51,4,6,1,62.7,58,6393,7.33,7.29,4.58
"1454",1454,1.02,3,6,6,64.2,59,6397,6.4,6.28,4.07
"1455",1455,0.84,1,5,3,62,54,6399,6.04,6.08,3.76
"1456",1456,1.22,4,1,5,59.7,61,6403,7.03,6.9,4.16
"1457",1457,1.22,2,7,1,63.2,58,6409,6.82,6.76,4.29
"1458",1458,0.3,4,4,2,60.8,59,608,4.32,4.3,2.62
"1459",1459,0.3,4,4,2,62.9,59,608,4.3,4.22,2.68
"1460",1460,0.3,4,3,6,62.5,58,608,4.28,4.26,2.67
"1461",1461,1.01,4,6,6,59.2,60,6416,6.51,6.54,3.86
"1462",1462,1.02,1,7,6,62.5,55,6418,6.43,6.49,4.04
"1463",1463,1,1,6,6,61.7,58,6424,6.37,6.43,3.95
"1464",1464,1.02,2,7,6,60.9,56,6432,6.47,6.51,3.95
"1465",1465,1.01,1,7,6,61.7,56,6439,6.43,6.46,3.98
"1466",1466,0.9,4,5,2,61.2,58,6441,6.27,6.25,3.83
"1467",1467,1.11,4,7,6,60.4,58,6445,6.76,6.72,4.07
"1468",1468,1.23,1,4,5,62.1,57,6449,6.83,6.88,4.26
"1469",1469,1.09,1,3,6,62.9,58,6453,6.56,6.51,4.11
"1470",1470,1.5,4,3,1,62.1,58,6458,7.31,7.21,4.51
"1471",1471,1.34,4,7,1,61.7,58,6464,7.04,7.1,4.36
"1472",1472,1,4,6,6,62.4,60,6468,6.38,6.35,3.97
"1473",1473,1.07,4,7,6,60.9,58,6471,6.6,6.56,4.01
"1474",1474,1.26,1,1,1,61,57,6477,7.03,6.97,4.27
"1475",1475,1.09,1,7,6,62.3,57,6480,6.6,6.57,4.1
"1476",1476,1.03,2,7,2,60.6,58,6487,6.48,6.55,3.95
"1477",1477,1.51,4,1,7,59,62,6494,7.41,7.36,4.36
"1478",1478,1.01,4,7,2,62.3,59,6499,6.38,6.42,3.99
"1479",1479,1.12,4,7,6,61.7,56,6503,6.72,6.61,4.11
"1480",1480,1.21,4,5,1,62.5,57,6505,6.79,6.71,4.22
"1481",1481,1.01,1,7,6,60.1,55,6512,6.53,6.58,3.94
"1482",1482,1.01,3,1,6,58.9,62,6517,6.55,6.63,3.88
"1483",1483,1.01,3,1,6,58,60,6522,6.64,6.68,3.86
"1484",1484,1.01,2,7,2,63.5,59,6529,6.36,6.31,4.02
"1485",1485,1.08,4,7,2,61.5,61,6532,6.62,6.55,4.05
"1486",1486,1.01,4,6,6,62.8,59,6533,6.41,6.33,4
"1487",1487,1.03,2,7,2,63,56,6539,6.43,6.46,4.06
"1488",1488,0.3,2,3,6,63.5,59,608,4.27,4.2,2.69
"1489",1489,0.33,2,5,5,61.5,60,608,4.41,4.44,2.72
"1490",1490,0.29,2,1,3,59.5,61,609,4.29,4.31,2.56
"1491",1491,1.27,1,1,6,61.8,55,6543,7.03,6.92,4.31
"1492",1492,1.2,4,3,6,60.6,58,6547,6.82,6.88,4.15
"1493",1493,1,2,7,2,63.2,58,6552,6.32,6.27,3.98
"1494",1494,1.22,1,7,5,61.6,57,6559,6.89,6.81,4.22
"1495",1495,1.02,1,7,2,62.2,57,6563,6.43,6.47,4.01
"1496",1496,1.21,4,3,5,60.5,59,6566,6.96,6.89,4.19
"1497",1497,1.31,1,4,2,64.3,59,6573,6.87,6.84,4.41
"1498",1498,1.02,2,1,6,63.2,60,6580,6.34,6.29,3.99
"1499",1499,1.08,1,7,6,61.3,56,6586,6.59,6.62,4.05
"1500",1500,1.2,4,3,5,59.5,58,6588,7.02,6.97,4.16
"1501",1501,1.06,2,7,2,63.4,57,6595,6.48,6.45,4.1
"1502",1502,1.02,4,6,6,61.3,58,6597,6.54,6.42,3.97
"1503",1503,1.2,2,5,1,62.9,59,6602,6.7,6.75,4.23
"1504",1504,1.01,3,1,6,56.7,61,6606,6.71,6.66,3.79
"1505",1505,1,4,6,6,62.7,58,6608,6.4,6.33,3.99
"1506",1506,1.01,3,7,2,57.7,63,6613,6.55,6.65,3.81
"1507",1507,1.01,4,7,2,62.6,59,6618,6.43,6.38,4.01
"1508",1508,1.14,4,7,6,61.2,58,6619,6.75,6.71,4.12
"1509",1509,1.02,4,6,6,61.8,56,6626,6.54,6.46,4.02
"1510",1510,1.51,2,4,1,63.1,60,6630,7.19,7.13,4.52
"1511",1511,1.2,1,5,1,61,60,6636,6.81,6.84,4.16
"1512",1512,1.13,1,7,6,62.7,57,6644,6.68,6.65,4.18
"1513",1513,1.12,1,7,6,62,56,6652,6.64,6.69,4.13
"1514",1514,1.2,4,1,5,61.8,56,6653,6.82,6.75,4.19
"1515",1515,1.21,1,6,5,61.1,55,6659,6.87,6.85,4.19
"1516",1516,1.03,3,6,6,63.9,59,6662,6.38,6.35,4.07
"1517",1517,1.01,2,1,6,62.9,58,6666,6.36,6.39,4.01
"1518",1518,0.31,1,1,1,59.5,61,421,4.42,4.45,2.64
"1519",1519,0.3,2,3,5,62.9,57,421,4.28,4.31,2.7
"1520",1520,0.3,2,1,1,61.7,61,421,4.29,4.33,2.66
"1521",1521,0.3,1,3,4,62.3,54.4,610,4.28,4.32,2.68
"1522",1522,0.4,2,1,1,58.7,57,611,4.88,4.94,2.88
"1523",1523,1.2,1,3,6,62,56,6666,6.86,6.81,4.24
"1524",1524,1.01,4,7,4,62,56,6670,6.49,6.41,4
"1525",1525,1.2,1,3,5,61.3,57,6675,6.81,6.85,4.19
"1526",1526,1.12,4,7,6,62.3,59,6683,6.71,6.61,4.15
"1527",1527,1.5,3,2,5,59.1,64,6687,7.32,7.43,4.36
"1528",1528,1.01,4,1,6,60.4,57,6697,6.49,6.45,3.91
"1529",1529,1.05,3,3,8,64.3,58,6703,6.5,6.35,4.13
"1530",1530,1.04,4,7,6,60.1,59,6709,6.59,6.56,3.95
"1531",1531,1.11,1,7,6,62.2,55,6713,6.67,6.61,4.13
"1532",1532,1,4,1,6,62.8,60,6720,6.36,6.32,3.98
"1533",1533,1,1,1,6,62.1,56,6720,6.42,6.39,3.98
"1534",1534,1.06,1,7,6,61.9,55,6728,6.54,6.57,4.06
"1535",1535,1.03,2,6,2,60.2,55,6733,6.62,6.56,3.97
"1536",1536,1.02,3,7,2,63.3,58,6738,6.38,6.42,4.05
"1537",1537,1.13,4,7,6,62.5,58,6743,6.69,6.59,4.15
"1538",1538,1.5,4,2,1,61.4,61,6750,7.36,7.3,4.5
"1539",1539,1.01,2,1,6,61.6,58,6754,6.43,6.49,3.98
"1540",1540,1.01,3,7,2,63.8,57,6759,6.35,6.38,4.06
"1541",1541,1.34,2,4,5,61.1,59,6763,7.05,7.12,4.33
"1542",1542,1.01,2,1,6,64,56,6771,6.22,6.37,4.03
"1543",1543,1.12,1,7,6,62.2,54,6774,6.65,6.62,4.13
"1544",1544,1.07,4,7,6,61.9,58,6779,6.54,6.55,4.05
"1545",1545,1.25,1,3,5,62.2,57,6783,6.9,6.86,4.28
"1546",1546,1.01,2,1,6,63.4,60,6787,6.37,6.31,4.02
"1547",1547,1.43,1,2,5,60.5,58,6789,7.25,7.34,4.41
"1548",1548,1.01,2,5,6,63.3,58,6794,6.35,6.38,4.03
"1549",1549,1.5,3,3,1,59.8,61,6798,7.39,7.49,4.45
"1550",1550,1.3,4,4,2,62.2,59,6806,6.91,6.97,4.32
"1551",1551,0.3,1,6,2,61.9,56,612,4.3,4.32,2.67
"1552",1552,0.32,4,7,5,60.9,56,612,4.45,4.41,2.7
"1553",1553,1.03,2,7,6,58.8,63,6806,6.7,6.61,3.91
"1554",1554,1.52,4,5,1,62.4,59,6810,7.36,7.29,4.57
"1555",1555,1.04,4,7,2,61.5,61,6814,6.56,6.51,4.02
"1556",1556,1.19,2,3,6,61.1,58,6819,6.78,6.83,4.16
"1557",1557,1.01,4,5,6,61,59,6827,6.44,6.41,3.92
"1558",1558,1.2,2,3,6,63.3,59,6833,6.78,6.74,4.28
"1559",1559,1.5,5,3,5,65,57,6838,7.1,7.06,4.6
"1560",1560,1.01,2,7,2,62.5,56,6846,6.36,6.4,3.99
"1561",1561,1.09,1,1,1,62.7,55.9,6852,6.52,6.58,4.11
"1562",1562,1.09,1,7,2,62.5,56,6856,6.63,6.55,4.12
"1563",1563,1,4,1,6,61.8,62,6860,6.47,6.44,3.99
"1564",1564,1.24,1,3,5,62.3,54,6867,6.88,6.9,4.29
"1565",1565,1.31,1,4,6,61.7,55,6873,7,7.1,4.35
"1566",1566,1,2,6,2,62.1,60,6883,6.33,6.42,3.96
"1567",1567,1.23,4,7,5,61.2,59,6888,6.88,6.81,4.19
"1568",1568,1.42,2,4,2,60.1,65,6894,7.28,7.2,4.35
"1569",1569,1.01,2,5,6,62.2,61,6905,6.37,6.43,3.98
"1570",1570,1.02,4,5,6,59.8,61,6909,6.61,6.54,3.93
"1571",1571,1.02,2,1,6,60,59,6915,6.54,6.59,3.94
"1572",1572,1.26,1,6,5,60.6,56,6922,7.05,6.98,4.25
"1573",1573,1.3,1,7,2,62.4,56,6928,7.03,6.95,4.36
"1574",1574,1.09,1,7,2,62.4,57,6934,6.55,6.63,4.11
"1575",1575,1.01,1,7,6,62.7,54,6937,6.43,6.47,4.04
"1576",1576,1.1,2,7,2,60.3,62,6951,6.72,6.67,4.04
"1577",1577,1.2,1,3,6,62.2,55,6956,6.76,6.85,4.23
"1578",1578,1.12,1,3,5,61.6,56,6962,6.64,6.68,4.11
"1579",1579,1.56,3,2,6,57.6,65,6966,7.6,7.62,4.38
"1580",1580,1.39,3,6,1,63.8,55,6969,7.05,7.08,4.51
"1581",1581,0.34,4,1,1,61.7,58,612,4.54,4.5,2.79
"1582",1582,0.32,1,5,1,61.1,56,612,4.41,4.39,2.69
"1583",1583,1.09,1,3,5,61.4,56,6970,6.61,6.64,4.07
"1584",1584,1.51,4,2,5,61.2,62,6976,7.36,7.32,4.49
"1585",1585,1.08,4,7,2,62.9,55,6982,6.6,6.53,4.13
"1586",1586,1.23,1,4,3,62.1,57,6989,6.83,6.9,4.26
"1587",1587,1.23,2,3,5,60.3,58,6997,6.93,6.96,4.19
"1588",1588,1.01,2,5,6,60.6,56,7001,6.45,6.51,3.93
"1589",1589,1.39,4,3,6,62.5,59,7006,7.17,7.1,4.46
"1590",1590,1.51,4,3,1,62.3,62,7018,7.32,7.21,4.51
"1591",1591,1,3,5,6,60.7,61,7026,6.4,6.46,3.9
"1592",1592,1.29,1,3,5,62.1,55,7036,6.96,7,4.34
"1593",1593,1.14,3,7,2,63.4,58,7042,6.61,6.67,4.21
"1594",1594,1.12,3,6,6,63.8,57,7051,6.61,6.59,4.21
"1595",1595,1.01,1,6,2,61.7,59,7056,6.44,6.42,3.97
"1596",1596,1.22,4,6,5,62.5,59,7059,6.83,6.78,4.25
"1597",1597,1.02,3,6,2,63.7,57,7068,6.35,6.39,4.06
"1598",1598,1.16,1,7,6,62.3,57,7074,6.66,6.72,4.17
"1599",1599,1.06,2,1,6,61,60,7079,6.57,6.53,4
"1600",1600,1.2,2,4,3,62.6,56,7080,6.7,6.74,4.21
"1601",1601,1.18,1,5,5,61.9,55,7087,6.76,6.8,4.2
"1602",1602,1.24,2,3,2,62.6,54,7092,6.84,6.88,4.29
"1603",1603,1,4,1,2,63,60,7096,6.38,6.32,4
"1604",1604,1.15,1,3,5,61.6,55,7100,6.74,6.79,4.17
"1605",1605,1.31,2,7,1,62.2,58,7107,7.05,6.98,4.36
"1606",1606,1,3,5,6,63.1,56,7114,6.36,6.4,4.02
"1607",1607,0.94,1,6,6,61.2,57,7120,6.29,6.33,3.86
"1608",1608,1.01,1,5,6,59.8,56,7127,6.52,6.49,3.89
"1609",1609,1.3,4,5,1,60.2,59,7130,7.05,7,4.23
"1610",1610,1.01,2,7,4,62.5,54,7137,6.38,6.41,4
"1611",1611,0.41,1,2,6,62.4,55,613,4.75,4.77,2.97
"1612",1612,0.33,2,3,4,61.9,55,614,4.44,4.46,2.75
"1613",1613,1.03,1,6,2,61.7,56,7137,6.49,6.54,4.02
"1614",1614,1.32,3,4,2,59.2,58,7143,7.14,7.18,4.24
"1615",1615,1.33,1,4,6,61.1,54,7148,7.14,7.15,4.37
"1616",1616,1.64,3,7,1,63.8,58,7154,7.45,7.41,4.74
"1617",1617,1.5,3,3,1,64.2,56,7161,7.2,7.26,4.64
"1618",1618,1.07,2,7,2,62.8,58,7168,6.48,6.52,4.08
"1619",1619,1.02,1,6,6,62.3,56,7175,6.39,6.54,4
"1620",1620,1.23,2,3,6,60.2,63,7177,6.95,6.91,4.17
"1621",1621,1.25,1,3,5,62.2,54,7182,6.93,6.88,4.3
"1622",1622,1,3,1,2,60,65,7190,6.48,6.43,3.87
"1623",1623,1.02,3,6,2,63.7,57,7197,6.39,6.35,4.06
"1624",1624,1.16,1,7,6,62.3,57,7203,6.72,6.66,4.17
"1625",1625,1.51,3,6,1,63.7,59,7208,7.15,7.26,4.59
"1626",1626,0.9,3,1,3,63.4,60,7214,6.06,6.11,3.86
"1627",1627,1.27,1,3,6,60.3,56,7219,7.08,7.02,4.25
"1628",1628,2.3,4,7,7,60.2,59,7226,8.71,8.56,5.19
"1629",1629,1.51,3,4,5,63.9,63,7233,7.17,7.2,4.59
"1630",1630,1.21,1,3,6,62.4,59,7236,6.81,6.79,4.24
"1631",1631,1.01,1,6,2,62.2,57,7240,6.48,6.39,4
"1632",1632,1.07,3,1,6,63.1,56,7250,6.49,6.54,4.11
"1633",1633,1.23,1,4,4,62.5,57,7256,6.81,6.86,4.27
"1634",1634,1,2,7,4,60.5,62,7260,6.39,6.44,3.88
"1635",1635,1.32,2,3,5,62.3,57,7270,7.04,6.99,4.37
"1636",1636,1.07,1,7,6,61.4,57,7275,6.56,6.63,4.05
"1637",1637,1.19,4,3,2,62.4,59,7277,6.79,6.73,4.22
"1638",1638,1.32,2,3,5,62.8,56,7283,6.94,7,4.38
"1639",1639,1.01,2,1,6,59.5,60,7290,6.5,6.54,3.88
"1640",1640,1.02,3,7,4,62.3,60,7292,6.38,6.49,4.01
"1641",1641,0.35,2,1,5,62.9,58,614,4.48,4.52,2.83
"1642",1642,0.34,1,3,2,62.4,55,615,4.48,4.5,2.8
"1643",1643,1.14,2,6,6,58.3,60,7293,6.87,6.91,4.02
"1644",1644,1.33,4,3,5,61.9,58,7302,7.04,6.98,4.34
"1645",1645,1.5,4,2,6,61.7,56,7308,7.33,7.23,4.49
"1646",1646,1.42,4,3,1,61.6,58,7316,7.22,7.17,4.43
"1647",1647,1.33,1,4,6,62.6,55,7325,7.01,7.05,4.4
"1648",1648,1.58,5,3,5,64.7,58,7333,7.28,7.22,4.69
"1649",1649,1.41,2,3,1,58.5,57,7339,7.36,7.44,4.33
"1650",1650,1.37,1,4,6,61.5,55,7346,7.18,7.2,4.42
"1651",1651,1.01,1,1,6,62.1,56,7355,6.41,6.45,3.99
"1652",1652,1.2,4,1,5,60.3,57,7362,6.98,6.84,4.17
"1653",1653,1.01,2,1,2,63.4,58,7366,6.38,6.36,4.04
"1654",1654,1.11,4,6,6,61.9,58,7371,6.7,6.64,4.13
"1655",1655,1.51,3,5,1,61.7,65,7384,7.31,7.38,4.53
"1656",1656,1.19,4,7,6,61.9,58,7389,6.86,6.74,4.21
"1657",1657,1,4,7,4,60.5,62,7392,6.44,6.39,3.88
"1658",1658,1.51,2,4,1,62.5,59,7400,7.27,7.32,4.56
"1659",1659,1.06,4,1,6,61.3,58,7408,6.56,6.52,4.01
"1660",1660,1.2,1,7,6,62.6,57,7413,6.74,6.81,4.24
"1661",1661,1.21,2,7,6,63.1,60,7416,6.72,6.66,4.22
"1662",1662,1.01,1,1,6,61.5,57,7421,6.48,6.44,3.97
"1663",1663,1.21,1,3,6,62.6,54.8,7426,6.78,6.84,4.26
"1664",1664,1.5,3,7,5,58.4,65,7434,7.45,7.41,4.34
"1665",1665,1.02,1,7,2,62.4,57,7440,6.41,6.43,4.01
"1666",1666,1,2,6,2,61.9,58,7450,6.34,6.37,3.94
"1667",1667,1.01,2,6,2,62.9,58,7455,6.29,6.31,3.96
"1668",1668,1.5,5,1,1,65.8,57,7459,7.17,7.11,4.7
"1669",1669,1.01,4,7,4,61.6,60,7466,6.41,6.38,3.94
"1670",1670,1.11,1,7,6,62,56,7472,6.62,6.65,4.12
"1671",1671,0.3,1,5,6,62.4,55,616,4.3,4.32,2.69
"1672",1672,0.32,2,1,2,61.6,56,618,4.4,4.46,2.73
"1673",1673,1.2,1,3,2,60.8,58,7473,6.85,6.91,4.18
"1674",1674,1.06,4,5,6,59.3,55,7479,6.7,6.65,3.96
"1675",1675,1.07,1,7,2,62.1,54,7485,6.56,6.59,4.08
"1676",1676,1.09,3,5,2,63.9,57,7493,6.57,6.49,4.17
"1677",1677,1.5,4,3,1,62.1,59,7500,7.28,7.24,4.51
"1678",1678,1.34,1,6,6,62.5,56,7504,7.09,7.05,4.42
"1679",1679,1.2,1,5,5,61.8,58,7508,6.76,6.83,4.2
"1680",1680,1.51,3,5,1,61.7,65,7519,7.38,7.31,4.53
"1681",1681,1,1,6,2,61.9,57,7526,6.41,6.39,3.96
"1682",1682,1,2,1,2,62.3,53,7528,6.35,6.39,3.97
"1683",1683,1.02,4,6,2,60.8,59,7539,6.46,6.49,3.94
"1684",1684,1.2,1,7,6,61.9,56,7548,6.86,6.81,4.23
"1685",1685,1.53,1,2,6,61.4,58,7550,7.35,7.43,4.54
"1686",1686,1.51,4,2,6,59.6,60,7553,7.58,7.48,4.49
"1687",1687,1.5,4,1,1,61.1,58,7560,7.34,7.31,4.47
"1688",1688,1.01,2,7,4,63.1,56,7565,6.4,6.34,4.02
"1689",1689,1.47,4,3,1,59.1,56,7573,7.51,7.46,4.42
"1690",1690,1.51,4,4,1,60.4,56,7577,7.4,7.36,4.46
"1691",1691,1.51,4,7,5,61.3,61,7585,7.41,7.34,4.52
"1692",1692,1.54,2,4,1,59.4,61,7589,7.49,7.56,4.47
"1693",1693,1.58,1,2,5,61.6,56,7592,7.53,7.5,4.63
"1694",1694,1.28,1,7,5,62.2,56,7598,6.96,6.9,4.31
"1695",1695,1.01,1,6,2,62.5,54,7602,6.46,6.43,4.03
"1696",1696,1.07,2,7,6,60,56,7611,6.67,6.69,4.01
"1697",1697,1,2,7,4,61.6,61,7623,6.35,6.38,3.92
"1698",1698,1.02,1,6,6,62.6,57,7632,6.4,6.47,4.03
"1699",1699,1.51,2,2,5,62.3,59,7637,7.22,7.28,4.52
"1700",1700,1.5,4,6,1,58.5,60,7644,7.52,7.48,4.39
"1701",1701,0.36,2,5,5,62.8,57,619,4.51,4.54,2.84
"1702",1702,0.27,2,5,4,61.6,59,620,4.15,4.16,2.56
"1703",1703,1,1,7,3,62.3,56,7644,6.4,6.29,3.95
"1704",1704,1.68,4,2,1,59.2,57,7652,7.83,7.72,4.6
"1705",1705,1.24,4,7,2,62,59,7660,6.88,6.92,4.28
"1706",1706,1.01,1,1,2,62.7,55,7665,6.45,6.4,4.03
"1707",1707,1.22,2,3,2,62.4,59,7673,6.91,6.85,4.29
"1708",1708,1.02,2,5,6,63.2,58,7677,6.4,6.36,4.03
"1709",1709,1.08,4,5,6,61.2,60,7683,6.61,6.63,4.05
"1710",1710,1.61,2,2,5,61.7,60,7695,7.45,7.5,4.61
"1711",1711,1.06,3,6,2,58.5,57,7699,6.68,6.73,3.92
"1712",1712,1.5,2,3,5,63.4,57,7708,7.27,7.23,4.59
"1713",1713,1.12,1,7,2,61.6,55,7716,6.69,6.72,4.13
